Label,Group,Group2,Timepoint,Cage ,Cage.Treat,Pheno.Treat,Cage.Pheno,Sex,Rep,Fly Count,16,20,24,40,44,48,64,68,72,88,92,96,112,116,120,136,140,144,160,164,168,184,188,192,,Mean.SRm
T2-A6-a3,2-aa,2-A6-aa,2,A6,a,a,aa,3,,10,0,0,0,3,4,5,5,6,9,10,10,10,10,10,10,10,10,10,10,10,10,,,,,58.4
T2-A6-b1,2-ab,2-A6-ab,2,A6,a,b,ab,1,,10,1,1,1,5,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,,,,,47.2
T2-A6-b2,2-ab,2-A6-ab,2,A6,a,b,ab,2,,10,0,0,0,2,3,6,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,52.8
T2-A6-b3,2-ab,2-A6-ab,2,A6,a,b,ab,3,,10,0,0,2,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,41.6
T2-B1-a1,2-ba,2-B1-ba,2,B1,b,a,ba,1,,10,1,1,1,5,7,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,43.2
T2-B1-a2,2-ba,2-B1-ba,2,B1,b,a,ba,2,,10,0,1,2,4,4,6,7,7,9,9,9,9,9,10,10,10,10,10,10,10,10,,,,,54.4
T2-B1-a3,2-ba,2-B1-ba,2,B1,b,a,ba,3,,10,0,0,2,6,6,7,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,,,,,50
T2-B1-b1,2-bb,2-B1-bb,2,B1,b,b,bb,1,,10,0,0,0,4,6,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,48.8
T2-B1-b2,2-bb,2-B1-bb,2,B1,b,b,bb,2,,10,1,2,2,4,5,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,43.2
T2-B1-b3,2-bb,2-B1-bb,2,B1,b,b,bb,3,,9,0,1,1,5,6,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,45.33333333
T2-B2-a1,2-ba,2-B2-ba,2,B2,b,a,ba,1,,10,0,0,1,4,4,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,49.6
T2-B2-a2,2-ba,2-B2-ba,2,B2,b,a,ba,2,,10,0,1,2,3,3,4,6,8,8,9,9,9,9,9,9,9,10,10,10,10,10,,,,,62.4
T2-B2-a3,2-ba,2-B2-ba,2,B2,b,a,ba,3,,10,0,0,0,3,4,4,7,8,8,10,10,10,10,10,10,10,10,10,10,10,10,,,,,60
T2-B2-b1,2-bb,2-B2-bb,2,B2,b,b,bb,1,,10,0,0,0,1,1,3,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,,,,,61.2
T2-B2-b2,2-bb,2-B2-bb,2,B2,b,b,bb,2,,10,0,0,1,4,4,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,51.6
T2-B2-b3,2-bb,2-B2-bb,2,B2,b,b,bb,3,,10,0,0,0,2,6,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,48.8
T2-B3-a1,2-ba,2-B3-ba,2,B3,b,a,ba,1,,10,0,0,1,3,4,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,51.6
T2-B3-a2,2-ba,2-B3-ba,2,B3,b,a,ba,2,,10,0,2,2,2,2,3,5,5,7,10,10,10,10,10,10,10,10,10,10,10,10,,,,,62.4
T2-B3-a3,2-ba,2-B3-ba,2,B3,b,a,ba,3,,10,1,2,3,4,4,5,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,46.4
T2-B3-b1 ,2-bb,2-B3-bb,2,B3,b,b,bb,1, ,10,0,0,2,3,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,46.4
T2-B3-b2,2-bb,2-B3-bb,2,B3,b,b,bb,2,,10,0,1,1,7,7,8,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,,,,,46
T2-B3-b3,2-bb,2-B3-bb,2,B3,b,b,bb,3,,10,0,1,1,5,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,40.8
T2-B4-a1,2-ba,2-B4-ba,2,B4,b,a,ba,1,,10,0,0,0,0,1,2,5,7,7,10,10,10,10,10,10,10,10,10,10,10,10,,,,,68.4
T2-B4-a2,2-ba,2-B4-ba,2,B4,b,a,ba,2,,10,0,0,0,3,2,5,6,8,9,10,10,10,10,10,10,10,10,10,10,10,10,,,,,62.4
T2-B4-a3,2-ba,2-B4-ba,2,B4,b,a,ba,3,,10,0,0,0,2,2,3,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10,,,,,61.2
T2-B4-b1,2-bb,2-B4-bb,2,B4,b,b,bb,1,,10,1,2,2,5,5,6,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,44.8
T2-B4-b2,2-bb,2-B4-bb,2,B4,b,b,bb,2,,10,0,0,0,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,52
T2-B4-b3,2-bb,2-B4-bb,2,B4,b,b,bb,3,,10,0,1,1,2,3,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,50.4
T2-B5-a1,2-ba,2-B5-ba,2,B5,b,a,ba,1,,10,0,1,1,2,4,4,7,8,9,8,9,9,10,10,10,10,10,10,10,10,10,,,,,68.4
T2-B5-a2,2-ba,2-B5-ba,2,B5,b,a,ba,2,,10,0,0,1,3,4,5,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,,,,,54
T2-B5-a3,2-ba,2-B5-ba,2,B5,b,a,ba,3,,10,1,1,3,5,5,7,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,,,,,44
T2-B5-b1,2-bb,2-B5-bb,2,B5,b,b,bb,1,,10,0,0,0,5,6,8,10,10,10,10,10,10,10,10,,,,,,,,,,,,46.8
T2-B5-b2,2-bb,2-B5-bb,2,B5,b,b,bb,2,,10,1,3,3,4,5,7,8,8,9,10,10,10,10,10,,,,,,,,,,,,44.4
T2-B5-b3,2-bb,2-B5-bb,2,B5,b,b,bb,3,,10,0,0,0,4,6,7,9,10,10,10,10,10,10,10,,,,,,,,,,,,49.2
T2-B6-a1,2-ba,2-B6-ba,2,B6,b,a,ba,1,,10,2,3,5,7,7,7,7,7,8,9,9,9,10,,,,,,,,,,,,,42
T2-B6-a2,2-ba,2-B6-ba,2,B6,b,a,ba,2,,10,3,3,4,6,7,8,8,9,10,10,10,10,10,10,,,,,,,,,,,,33.6
T2-B6-a3,2-ba,2-B6-ba,2,B6,b,a,ba,3,,10,0,1,2,5,5,7,8,9,10,10,10,10,10,10,,,,,,,,,,,,46.4
T2-B6-b1,2-bb,2-B6-bb,2,B6,b,b,bb,1,,10,0,0,0,1,1,5,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,55.2
T2-B6-b2,2-bb,2-B6-bb,2,B6,b,b,bb,2,,10,0,0,1,5,5,6,8,9,10,10,10,10,10,10,10,10,,,,,,,,,,50
T2-B6-b3,2-bb,2-B6-bb,2,B6,b,b,bb,3,,10,0,0,0,3,4,6,9,9,10,10,10,10,10,10,10,10,,,,,,,,,,52.4
T3-A1-1,3-aa,3-A1-aa,3,A1,a,a,aa,1,1,10,,,,3,4,4,5,5,6,8,9,9,10,,,,,,,,,,,,,68
T3-A1-2,3-aa,3-A1-aa,3,A1,a,a,aa,2,2,10,,,1,2,2,4,7,8,8,10,,,,,,,,,,,,,,,,59.6
T3-A1-3,3-aa,3-A1-aa,3,A1,a,a,aa,3,3,10,,,,3,3,3,6,6,8,10,,,,,,,,,,,,,,,,63.2
T3-A2-1,3-aa,3-A2-aa,3,A2,a,a,aa,1,1,10,,,1,2,2,7,7,7,9,9,9,10,,,,,,,,,,,,,,54.4
T3-A2-2,3-aa,3-A2-aa,3,A2,a,a,aa,2,2,10,,,,3,3,3,6,7,8,10,,,,,,,,,,,,,,,,62.8
T3-A2-3,3-aa,3-A2-aa,3,A2,a,a,aa,3,3,10,,,,2,2,2,3,4,6,9,10,,,,,,,,,,,,,,,71.2
T3-A3-1,3-aa,3-A3-aa,3,A3,a,a,aa,1,1,10,,,,,1,3,6,6,6,9,9,10,,,,,,,,,,,,,,69.2
T3-A3-2,3-aa,3-A3-aa,3,A3,a,a,aa,2,2,10,,,,2,2,2,6,6,7,9,9,9,10,,,,,,,,,,,,,69.6
T3-A3-3,3-aa,3-A3-aa,3,A3,a,a,aa,3,3,10,,,,1,2,2,3,3,5,10,,,,,,,,,,,,,,,,73.2
T3-A4-1,3-aa,3-A4-aa,3,A4,a,a,aa,1,1,10,,,,2,2,3,7,8,8,9,9,10,,,,,,,,,,,,,,63.6
T3-A4-2,3-aa,3-A4-aa,3,A4,a,a,aa,2,2,10,,,,,,1,6,7,7,9,9,9,10,,,,,,,,,,,,,72.4
T3-A4-3,3-aa,3-A4-aa,3,A4,a,a,aa,3,3,10,,,,6,6,6,6,6,9,11,,,,,,,,,,,,,,,,63.2
T3-A5-1,3-aa,3-A5-aa,3,A5,a,a,aa,1,1,10,,,,1,2,2,4,4,5,9,10,,,,,,,,,,,,,,,72.8
T3-A5-2,3-aa,3-A5-aa,3,A5,a,a,aa,2,2,10,,,,1,1,2,6,7,9,10,,,,,,,,,,,,,,,,64.4
T3-A5-3,3-aa,3-A5-aa,3,A5,a,a,aa,3,3,10,,,,,,1,2,4,4,8,,,,,,,,,,,,,,,,60
T3-A6-1,3-aa,3-A6-aa,3,A6,a,a,aa,1,1,10,,,,2,3,4,5,6,7,10,,,,,,,,,,,,,,,,64
T3-A6-2,3-aa,3-A6-aa,3,A6,a,a,aa,2,2,10,,,,2,3,5,7,8,9,10,,,,,,,,,,,,,,,,57.6
T3-A6-3,3-aa,3-A6-aa,3,A6,a,a,aa,3,3,10,,,,,2,2,4,6,6,8,8,9,10,,,,,,,,,,,,,73.6
T3-B1-1,3-bb,3-B1-bb,3,B1,b,b,bb,1,1,10,,,,3,4,6,9,9,9,10,,,,,,,,,,,,,,,,54
T3-B1-2,3-bb,3-B1-bb,3,B1,b,b,bb,2,2,10,,,,3,4,5,9,9,9,10,,,,,,,,,,,,,,,,55.6
T3-B1-3,3-bb,3-B1-bb,3,B1,b,b,bb,3,3,10,,,,4,5,7,9,9,9,10,,,,,,,,,,,,,,,,51.6
T3-B2-1,3-bb,3-B2-bb,3,B2,b,b,bb,1,1,10,,,,2,3,8,10,,,,,,,,,,,,,,,,,,,49.2
T3-B2-2,3-bb,3-B2-bb,3,B2,b,b,bb,2,2,10,,,,5,5,7,9,9,10,,,,,,,,,,,,,,,,,49.6
T3-B2-3,3-bb,3-B2-bb,3,B2,b,b,bb,3,3,10,,,,2,2,4,9,9,9,10,,,,,,,,,,,,,,,,58.4
T3-B3-1,3-bb,3-B3-bb,3,B3,b,b,bb,1,1,10,,,,2,3,8,10,,,,,,,,,,,,,,,,,,,49.2
T3-B3-2,3-bb,3-B3-bb,3,B3,b,b,bb,2,2,10,,,,2,4,6,9,9,10,,,,,,,,,,,,,,,,,52.8
T3-B3-3,3-bb,3-B3-bb,3,B3,b,b,bb,3,3,10,,,,2,3,7,8,9,10,,,,,,,,,,,,,,,,,52
T3-B4-1,3-bb,3-B4-bb,3,B4,b,b,bb,1,1,10,,,,1,4,7,9,9,9,10,,,,,,,,,,,,,,,,53.2
T3-B4-2,3-bb,3-B4-bb,3,B4,b,b,bb,2,2,10,,,,2,5,7,10,,,,,,,,,,,,,,,,,,,50
T3-B4-3,3-bb,3-B4-bb,3,B4,b,b,bb,3,3,10,,,,3,4,7,10,,,,,,,,,,,,,,,,,,,50
T3-B5-1,3-bb,3-B5-bb,3,B5,b,b,bb,1,1,10,,,,3,4,6,9,10,,,,,,,,,,,,,,,,,,52
T3-B5-2,3-bb,3-B5-bb,3,B5,b,b,bb,2,2,10,,,,,2,4,9,9,10,,,,,,,,,,,,,,,,,57.6
T3-B5-3,3-bb,3-B5-bb,3,B5,b,b,bb,3,3,10,,,,3,3,7,9,9,10,,,,,,,,,,,,,,,,,51.2
T3-B6-1,3-bb,3-B6-bb,3,B6,b,b,bb,1,1,10,,,,4,7,9,10,,,,,,,,,,,,,,,,,,,45.2
T3-B6-2,3-bb,3-B6-bb,3,B6,b,b,bb,2,2,10,,,,3,4,8,9,9,10,,,,,,,,,,,,,,,,,49.2
T3-B6-3,3-bb,3-B6-bb,3,B6,b,b,bb,3,3,10,,,,4,4,6,9,9,9,10,,,,,,,,,,,,,,,,53.6
T4-A1-a1,4-aa,4-A1-aa,4,A1,a,a,aa,M,1,10,3,4,5,8,8,8,9,10,,,,,,,,,,,,,,,,,,29.6
T4-A1-a2,4-aa,4-A1-aa,4,A1,a,a,aa,M,2,10,1,2,4,8,8,8,8,9,9,9,9,9,10,,,,,,,,,,,,,40.8
T4-A1-a3,4-aa,4-A1-aa,4,A1,a,a,aa,M,3,10,1,1,2,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,,,,,,,47.2
T4-A1-b1,4-ab,4-A1-ab,4,A1,a,b,ab,M,1,10,,1,2,6,7,9,10,,,,,,,,,,,,,,,,,,,40.8
T4-A1-b2,4-ab,4-A1-ab,4,A1,a,b,ab,M,2,10,1,2,3,8,9,9,9,9,9,10,,,,,,,,,,,,,,,,37.6
T4-A1-b3,4-ab,4-A1-ab,4,A1,a,b,ab,M,3,10,,1,1,5,5,6,8,9,10,,,,,,,,,,,,,,,,,49.6
T4-A2-a1,4-aa,4-A2-aa,4,A2,a,a,aa,M,1,10,,,,4,4,4,5,6,7,7,7,9,10,,,,,,,,,,,,,66.8
T4-A2-a2,4-aa,4-A2-aa,4,A2,a,a,aa,M,2,10,1,1,2,4,5,6,6,7,8,9,9,9,9,10,,,,,,,,,,,,54
T4-A2-a3,4-aa,4-A2-aa,4,A2,a,a,aa,M,3,10,,1,3,5,5,5,5,7,7,7,7,7,8,8,9,9,9,10,,,,,,,,66
T4-A2-b1,4-ab,4-A2-ab,4,A2,a,b,ab,M,1,10,1,3,4,6,9,9,10,,,,,,,,,,,,,,,,,,,34
T4-A2-b2,4-ab,4-A2-ab,4,A2,a,b,ab,M,2,10,,,1,8,8,8,10,,,,,,,,,,,,,,,,,,,43.2
T4-A2-b3,4-ab,4-A2-ab,4,A2,a,b,ab,M,3,10,,,2,7,8,8,9,9,10,,,,,,,,,,,,,,,,,42.8
T4-A3-a1,4-aa,4-A3-aa,4,A3,a,a,aa,M,1,10,,,,1,2,2,5,6,7,9,10,,,,,,,,,,,,,,,68.4
T4-A3-a2,4-aa,4-A3-aa,4,A3,a,a,aa,M,2,10,1,1,2,2,2,2,5,6,8,9,9,10,,,,,,,,,,,,,,61.2
T4-A3-a3,4-aa,4-A3-aa,4,A3,a,a,aa,M,3,10,,,,1,1,5,7,7,9,9,9,9,9,9,9,9,9,10,,,,,,,,64.8
T4-A3-b1,4-ab,4-A3-ab,4,A3,a,b,ab,M,1,10,,,3,6,9,9,9,10,,,,,,,,,,,,,,,,,,39.2
T4-A3-b2,4-ab,4-A3-ab,4,A3,a,b,ab,M,2,10,,,,3,4,7,9,9,9,10,,,,,,,,,,,,,,,,52.4
T4-A3-b3,4-ab,4-A3-ab,4,A3,a,b,ab,M,3,10,1,1,1,4,4,7,10,,,,,,,,,,,,,,,,,,,45.6
T4-A4-a1,4-aa,4-A4-aa,4,A4,a,a,aa,M,1,10,2,2,3,6,8,8,10,,,,,,,,,,,,,,,,,,,36
T4-A4-a2,4-aa,4-A4-aa,4,A4,a,a,aa,M,2,10,1,2,2,4,5,5,7,7,8,8,8,9,10,,,,,,,,,,,,,55.2
T4-A4-a3,4-aa,4-A4-aa,4,A4,a,a,aa,M,3,10,,,,6,6,6,8,9,9,9,9,9,9,10,,,,,,,,,,,,55.2
T4-A4-b1,4-ab,4-A4-ab,4,A4,a,b,ab,M,1,10,2,3,3,7,8,8,9,9,10,,,,,,,,,,,,,,,,,36
T4-A4-b2,4-ab,4-A4-ab,4,A4,a,b,ab,M,2,10,1,1,1,7,7,7,9,9,9,10,,,,,,,,,,,,,,,,45.6
T4-A4-b3,4-ab,4-A4-ab,4,A4,a,b,ab,M,3,10,,,,3,3,6,9,10,,,,,,,,,,,,,,,,,,52.4
T4-A5-a1,4-aa,4-A5-aa,4,A5,a,a,aa,M,1,10,,,,3,4,4,8,9,9,9,9,9,9,9,9,9,9,10,,,,,,,,63.2
T4-A5-a2,4-aa,4-A5-aa,4,A5,a,a,aa,M,2,10,2,3,3,4,6,6,7,8,9,9,9,9,9,9,9,10,,,,,,,,,,48.8
T4-A5-a3,4-aa,4-A5-aa,4,A5,a,a,aa,M,3,10,,,,1,1,1,5,6,8,8,8,8,8,8,9,10,,,,,,,,,,76.4
T4-A5-b1,4-ab,4-A5-ab,4,A5,a,b,ab,M,1,10,,,,4,5,6,10,,,,,,,,,,,,,,,,,,,50.8
T4-A5-b2,4-ab,4-A5-ab,4,A5,a,b,ab,M,2,10,1,1,2,9,9,9,10,,,,,,,,,,,,,,,,,,,36.8
T4-A5-b3,4-ab,4-A5-ab,4,A5,a,b,ab,M,3,10,,,2,4,8,8,9,10,,,,,,,,,,,,,,,,,,43.6
T4-A6-a1,4-aa,4-A6-aa,4,A6,a,a,aa,M,1,10,,1,1,4,5,6,9,9,10,,,,,,,,,,,,,,,,,49.6
T4-A6-a2,4-aa,4-A6-aa,4,A6,a,a,aa,M,2,10,,1,2,4,5,7,7,8,9,9,9,9,9,9,10,,,,,,,,,,,52.4
T4-A6-a3,4-aa,4-A6-aa,4,A6,a,a,aa,M,3,10,1,1,2,5,5,6,7,8,8,10,,,,,,,,,,,,,,,,50
T4-A6-b1,4-ab,4-A6-ab,4,A6,a,b,ab,M,1,10,,2,4,5,7,9,9,9,9,10,,,,,,,,,,,,,,,,40
T4-A6-b2,4-ab,4-A6-ab,4,A6,a,b,ab,M,2,10,,1,3,5,6,7,9,9,9,10,,,,,,,,,,,,,,,,45.6
T4-A6-b3,4-ab,4-A6-ab,4,A6,a,b,ab,M,3,10,1,1,1,4,5,5,8,8,9,10,,,,,,,,,,,,,,,,51.6
T4-B1-a1,4-ba,4-B1-ba,4,B1,b,a,ba,M,1,10,1,1,2,5,5,6,7,7,8,9,9,9,9,9,10,,,,,,,,,,,53.6
T4-B1-a2,4-ba,4-B1-ba,4,B1,b,a,ba,M,2,10,,,,3,4,4,6,6,6,8,8,8,8,8,9,9,10,,,,,,,,,72.8
T4-B1-a3,4-ba,4-B1-ba,4,B1,b,a,ba,M,3,10,,,1,5,5,6,6,6,6,7,7,8,9,10,,,,,,,,,,,,64.4
T4-B1-b1,4-bb,4-B1-bb,4,B1,b,b,bb,M,1,10,,,3,7,8,8,10,,,,,,,,,,,,,,,,,,,40.4
T4-B1-b2,4-bb,4-B1-bb,4,B1,b,b,bb,M,2,10,,,1,6,8,8,9,9,9,9,9,10,,,,,,,,,,,,,,47.2
T4-B1-b3,4-bb,4-B1-bb,4,B1,b,b,bb,M,3,10,,,,8,8,9,10,,,,,,,,,,,,,,,,,,,43.2
T4-B2-a1,4-ba,4-B2-ba,4,B2,b,a,ba,M,1,10,,,,3,5,5,6,6,6,6,6,6,9,9,9,9,9,9,10,,,,,,,76.8
T4-B2-a2,4-ba,4-B2-ba,4,B2,b,a,ba,M,2,10,,1,1,3,3,4,6,6,7,8,9,9,9,9,9,9,9,9,10,,,,,,,68.8
T4-B2-a3,4-ba,4-B2-ba,4,B2,b,a,ba,M,3,10,,,1,4,5,6,7,7,7,8,8,9,10,,,,,,,,,,,,,59.6
T4-B2-b1,4-bb,4-B2-bb,4,B2,b,b,bb,M,1,10,,,,2,6,6,8,9,10,,,,,,,,,,,,,,,,,52.4
