Label,Group,Group2,Timepoint,Cage ,Cage.Treat,Pheno.Treat,Cage.Pheno,Sex,Rep,Fly Count,16,20,24,40,44,48,64,68,72,88,92,96,112,116,120,136,140,144,160,164,168,184,188,192,,Mean.SRm
T4-B2-b2,4-bb,4-B2-bb,4,B2,b,b,bb,M,2,10,,,,1,3,3,8,8,8,9,8,10,,,,,,,,,,,,,,72.8
T4-B2-b3,4-bb,4-B2-bb,4,B2,b,b,bb,M,3,10,,,,5,6,7,9,9,9,9,9,9,10,,,,,,,,,,,,,53.2
T4-B3-a1,4-ba,4-B3-ba,4,B3,b,a,ba,M,1,10,1,1,1,4,5,6,9,9,9,9,9,9,10,,,,,,,,,,,,,51.6
T4-B3-a2,4-ba,4-B3-ba,4,B3,b,a,ba,M,2,10,1,1,1,3,3,5,6,7,9,9,9,9,9,10,,,,,,,,,,,,56.8
T4-B3-a3,4-ba,4-B3-ba,4,B3,b,a,ba,M,3,10,,,1,2,2,3,5,5,6,7,7,8,8,8,8,,,,,,,,,,,49.6
T4-B3-b1,4-bb,4-B3-bb,4,B3,b,b,bb,M,1,10,,,,6,8,8,10,,,,,,,,,,,,,,,,,,,45.6
T4-B3-b2,4-bb,4-B3-bb,4,B3,b,b,bb,M,2,10,,,,8,8,8,10,,,,,,,,,,,,,,,,,,,44.8
T4-B3-b3,4-bb,4-B3-bb,4,B3,b,b,bb,M,3,10,1,,1,4,9,9,9,9,9,9,9,9,9,9,9,10,,,,,,,,,,50
T4-B4-a1,4-ba,4-B4-ba,4,B4,b,a,ba,M,1,10,,,2,3,3,4,6,6,7,7,7,7,8,9,9,9,9,10,,,,,,,,70.8
T4-B4-a2,4-ba,4-B4-ba,4,B4,b,a,ba,M,2,10,,,,1,1,1,2,2,4,7,7,8,9,9,9,9,9,9,9,9,9,10,,,,90.4
T4-B4-a3,4-ba,4-B4-ba,4,B4,b,a,ba,M,3,10,,1,1,2,5,6,7,7,8,8,9,9,10,,,,,,,,,,,,,58
T4-B4-b1,4-bb,4-B4-bb,4,B4,b,b,bb,M,1,10,,,,5,6,10,,,,,,,,,,,,,,,,,,,,43.6
T4-B4-b2,4-bb,4-B4-bb,4,B4,b,b,bb,M,2,10,,,1,5,5,6,9,9,9,9,10,,,,,,,,,,,,,,,51.6
T4-B4-b3,4-bb,4-B4-bb,4,B4,b,b,bb,M,3,10,1,2,3,7,7,7,9,9,9,10,,,,,,,,,,,,,,,,42
T4-B5-a1,4-ba,4-B5-ba,4,B5,b,a,ba,M,1,10,,1,2,5,5,6,7,7,9,9,9,10,,,,,,,,,,,,,,51.6
T4-B5-a2,4-ba,4-B5-ba,4,B5,b,a,ba,M,2,10,,1,2,3,5,5,7,7,7,8,8,8,9,9,9,9,9,10,,,,,,,,64.4
T4-B5-a3,4-ba,4-B5-ba,4,B5,b,a,ba,M,3,10,,,1,4,4,5,7,7,8,9,9,9,9,9,10,,,,,,,,,,,60
T4-B5-b1,4-bb,4-B5-bb,4,B5,b,b,bb,M,1,10,,1,2,6,7,9,10,,,,,,,,,,,,,,,,,,,40.8
T4-B5-b2,4-bb,4-B5-bb,4,B5,b,b,bb,M,2,10,,1,3,8,8,9,10,,,,,,,,,,,,,,,,,,,38
T4-B5-b3,4-bb,4-B5-bb,4,B5,b,b,bb,M,3,10,1,1,3,9,9,9,9,9,10,,,,,,,,,,,,,,,,,36
T4-B6-a1,4-ba,4-B6-ba,4,B6,b,a,ba,M,1,10,1,2,3,6,6,6,7,7,7,7,7,7,7,7,8,9,10,,,,,,,,,62.4
T4-B6-a2,4-ba,4-B6-ba,4,B6,b,a,ba,M,2,10,,,1,1,2,4,7,7,7,7,7,7,8,8,9,9,9,9,9,9,9,10,,,,77.2
T4-B6-a3,4-ba,4-B6-ba,4,B6,b,a,ba,M,3,10,,,,2,2,4,6,7,8,9,8,9,9,9,9,10,,,,,,,,,,76.4
T4-B6-b1,4-bb,4-B6-bb,4,B6,b,b,bb,M,1,10,1,3,3,4,5,5,7,9,9,9,10,,,,,,,,,,,,,,,48
T4-B6-b2,4-bb,4-B6-bb,4,B6,b,b,bb,M,2,10,,,2,7,7,7,10,,,,,,,,,,,,,,,,,,,44
T4-B6-b3,4-bb,4-B6-bb,4,B6,b,b,bb,M,3,10,2,3,4,5,5,6,8,8,9,9,9,10,,,,,,,,,,,,,,42.8
A1-a1,5-aa,5-A1-aa,5,A1,a,a,aa,M,1,10,,,,0,1,1,6,7,8,10,,,,,,,,,,,,,,,,68
A1-a2,5-aa,5-A1-aa,5,A1,a,a,aa,M,2,10,,,,0,2,2,7,7,8,9,9,9,10,,,,,,,,,,,,,68
A1-a3,5-aa,5-A1-aa,5,A1,a,a,aa,M,3,10,,,,0,1,1,5,6,7,9,9,9,9,,,,,,,,,,,,,61.6
A2-a1,5-aa,5-A2-aa,5,A2,a,a,aa,M,1,10,,,,0,2,3,5,6,7,9,10,,,,,,,,,,,,,,,67.2
A2-a2,5-aa,5-A2-aa,5,A2,a,a,aa,M,2,10,,,,0,2,3,6,6,6,9,9,9,10,,,,,,,,,,,,,70.4
A2-a3,5-aa,5-A2-aa,5,A2,a,a,aa,M,3,10,,,,0,2,2,7,7,7,8,9,9,10,,,,,,,,,,,,,70
A3-a1,5-aa,5-A3-aa,5,A3,a,a,aa,M,1,10,,,,3,7,7,8,8,8,9,10,,,,,,,,,,,,,,,54
A3-a2,5-aa,5-A3-aa,5,A3,a,a,aa,M,2,10,,,,2,5,6,10,,,,,,,,,,,,,,,,,,,51.6
A3-a3,5-aa,5-A3-aa,5,A3,a,a,aa,M,3,10,,,,3,6,6,10,,,,,,,,,,,,,,,,,,,50.8
A4-a1,5-aa,5-A4-aa,5,A4,a,a,aa,M,1,10,,,,2,5,5,9,9,9,9,9,9,10,,,,,,,,,,,,,58
A4-a2,5-aa,5-A4-aa,5,A4,a,a,aa,M,2,10,,,,3,5,6,7,7,9,9,9,10,,,,,,,,,,,,,,56
A4-a3,5-aa,5-A4-aa,5,A4,a,a,aa,M,3,10,,,,4,7,7,8,8,9,9,9,9,10,,,,,,,,,,,,,54
A5-a1,5-aa,5-A5-aa,5,A5,a,a,aa,M,1,10,,,,3,6,6,8,9,9,9,9,10,,,,,,,,,,,,,,54.4
A5-a2,5-aa,5-A5-aa,5,A5,a,a,aa,M,2,10,,,,2,5,5,5,7,8,9,9,9,10,,,,,,,,,,,,,62
A5-a3,5-aa,5-A5-aa,5,A5,a,a,aa,M,3,10,,,,1,1,4,5,6,6,8,8,9,10,,,,,,,,,,,,,70
A6-a1,5-aa,5-A6-aa,5,A6,a,a,aa,M,1,10,,,1,2,5,6,8,8,8,10,,,,,,,,,,,,,,,,54.8
A6-a2,5-aa,5-A6-aa,5,A6,a,a,aa,M,2,10,,,,3,7,7,8,9,9,9,10,,,,,,,,,,,,,,,52
A6-a3,5-aa,5-A6-aa,5,A6,a,a,aa,M,3,10,,,,3,8,8,9,9,9,9,9,9,10,,,,,,,,,,,,,51.6
B1-b1,5-bb,5-B1-bb,5,B1,b,b,bb,M,1,10,,,,3,6,7,10,,,,,,,,,,,,,,,,,,,49.2
B1-b2,5-bb,5-B1-bb,5,B1,b,b,bb,M,2,10,,,,1,3,3,9,9,9,10,,,,,,,,,,,,,,,,60
B1-b3,5-bb,5-B1-bb,5,B1,b,b,bb,M,3,10,,,,2,7,8,9,10,,,,,,,,,,,,,,,,,,48
B2-b1,5-bb,5-B2-bb,5,B2,b,b,bb,M,1,10,,,,4,5,6,10,,,,,,,,,,,,,,,,,,,50.8
B2-b2,5-bb,5-B2-bb,5,B2,b,b,bb,M,2,10,,,,3,5,5,8,9,9,10,,,,,,,,,,,,,,,,55.6
B2-b3,5-bb,5-B2-bb,5,B2,b,b,bb,M,3,10,,,,2,5,5,9,9,10,,,,,,,,,,,,,,,,,54
B3-b1,5-bb,5-B3-bb,5,B3,b,b,bb,M,1,10,,,,2,4,5,9,9,10,,,,,,,,,,,,,,,,,54.4
B3-b2,5-bb,5-B3-bb,5,B3,b,b,bb,M,2,10,,,,2,4,5,7,8,9,10,,,,,,,,,,,,,,,,57.2
B3-b3,5-bb,5-B3-bb,5,B3,b,b,bb,M,3,10,,,,4,6,7,9,9,10,,,,,,,,,,,,,,,,,49.6
B4-b1,5-bb,5-B4-bb,5,B4,b,b,bb,M,1,10,,,,3,6,7,7,8,9,9,9,9,10,,,,,,,,,,,,,55.2
B4-b2,5-bb,5-B4-bb,5,B4,b,b,bb,M,2,10,,,,2,5,6,9,10,,,,,,,,,,,,,,,,,,52
B4-b3,5-bb,5-B4-bb,5,B4,b,b,bb,M,3,10,,,,2,6,7,9,9,10,,,,,,,,,,,,,,,,,50.4
B5-b1,5-bb,5-B5-bb,5,B5,b,b,bb,M,1,10,,,,2,6,6,7,7,7,10,,,,,,,,,,,,,,,,58.4
B5-b2,5-bb,5-B5-bb,5,B5,b,b,bb,M,2,10,,,,1,4,5,10,,,,,,,,,,,,,,,,,,,54
B5-b3,5-bb,5-B5-bb,5,B5,b,b,bb,M,3,10,,,,0,2,4,9,10,,,,,,,,,,,,,,,,,,57.2
B6-b1,5-bb,5-B6-bb,5,B6,b,b,bb,M,1,10,,,,1,4,4,9,9,10,,,,,,,,,,,,,,,,,56.4
B6-b2,5-bb,5-B6-bb,5,B6,b,b,bb,M,2,10,,,,2,4,6,10,,,,,,,,,,,,,,,,,,,52
B6-b3,5-bb,5-B6-bb,5,B6,b,b,bb,M,3,10,,,,3,8,9,10,,,,,,,,,,,,,,,,,,,45.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,